Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1618365766,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1618365767,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1618365768,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1618365769,1,,Aggregated,0.000000,0.000000,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,1,0,2264.999999984866,2264.999999984866,2264.999999984866,2264.999999984866,0.0
1618365770,1,,Aggregated,0.000000,0.000000,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2,0,172.0000000204891,1218.5000000026776,172.0000000204891,2264.999999984866,0.0
1618365771,1,,Aggregated,0.000000,0.000000,170,170,2300,2300,2300,2300,2300,2300,2300,2300,2300,3,0,170.0,843.6666666627085,93.99999998277053,2264.999999984866,0.0
1618365772,1,,Aggregated,0.333333,0.000000,170,170,2300,2300,2300,2300,2300,2300,2300,2300,2300,4,0,94,648.2499999983702,62.000000005355105,2264.999999984866,0.0
1618365773,1,,Aggregated,0.600000,0.000000,170,280,280,2300,2300,2300,2300,2300,2300,2300,2300,5,0,170.0,575.0,62.000000005355105,2264.999999984866,0.0
1618365774,1,,Aggregated,0.666667,0.000000,170,170,280,280,2300,2300,2300,2300,2300,2300,2300,6,0,94,494.8333333353124,62.000000005355105,2264.999999984866,0.0
1618365775,1,,Aggregated,0.666667,0.000000,170,170,280,280,2300,2300,2300,2300,2300,2300,2300,6,0,94,494.8333333353124,62.000000005355105,2264.999999984866,0.0
1618365776,1,,Aggregated,0.571429,0.000000,94,170,280,280,2300,2300,2300,2300,2300,2300,2300,7,0,94,437.57142857066356,62.000000005355105,2264.999999984866,0.0
1618365777,1,,Aggregated,0.625000,0.000000,94,170,280,280,2300,2300,2300,2300,2300,2300,2300,8,0,94,394.6250000008149,62.000000005355105,2264.999999984866,0.0
1618365778,1,,Aggregated,0.666667,0.000000,94,94,170,280,2300,2300,2300,2300,2300,2300,2300,9,0,94,355.99999999976717,46.999999991385266,2264.999999984866,0.0
1618365779,1,,Aggregated,0.700000,0.000000,94,94,170,280,2300,2300,2300,2300,2300,2300,2300,10,0,94,325.099999998929,46.999999991385266,2264.999999984866,0.0
1618365780,1,,Aggregated,0.800000,0.000000,94,94,170,170,280,2300,2300,2300,2300,2300,2300,11,0,94,299.72727272648956,46.000000002095476,2264.999999984866,0.0
1618365781,1,,Aggregated,0.900000,0.000000,94,94,170,170,280,2300,2300,2300,2300,2300,2300,12,0,94,279.99999999883585,46.000000002095476,2264.999999984866,0.0
1618365782,1,,Aggregated,0.900000,0.000000,94,94,94,170,280,2300,2300,2300,2300,2300,2300,13,0,94,263.23076923010655,46.000000002095476,2264.999999984866,0.0
1618365783,1,,Aggregated,0.900000,0.000000,94,94,94,170,280,2300,2300,2300,2300,2300,2300,14,0,63,248.9285714275736,46.000000002095476,2264.999999984866,0.0
1618365784,1,,Aggregated,0.900000,0.000000,63,94,94,170,280,2300,2300,2300,2300,2300,2300,15,0,63,235.39999999920838,46.000000002095476,2264.999999984866,0.0
1618365785,1,,Aggregated,0.900000,0.000000,63,94,94,94,280,2300,2300,2300,2300,2300,2300,16,0,63,222.6249999985157,30.999999988125637,2264.999999984866,0.0
1618365786,1,,Aggregated,1.000000,0.000000,63,94,94,94,280,2300,2300,2300,2300,2300,2300,17,0,63,212.2941176451551,30.999999988125637,2264.999999984866,0.0
