Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1618438847,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1618438848,1,,Aggregated,0.000000,0.000000,420,420,420,420,420,420,420,420,420,420,420,1,0,422.0000000204891,422.0000000204891,422.0000000204891,422.0000000204891,0.0
1618438849,1,,Aggregated,0.000000,0.000000,420,420,420,420,420,420,420,420,420,420,420,2,0,78,250.0,77.9999999795109,422.0000000204891,0.0
1618438850,1,,Aggregated,1.000000,0.000000,78,78,420,420,420,420,420,420,420,420,420,3,0,78,192.66666665983698,77.9999999795109,422.0000000204891,0.0
1618438851,1,,Aggregated,0.500000,0.000000,78,78,420,420,420,420,420,420,420,420,420,4,0,78,164.00000000430737,77.9999999795109,422.0000000204891,0.0
1618438852,1,,Aggregated,0.666667,0.000000,78,78,78,420,420,420,420,420,420,420,420,5,0,78,146.79999999934807,77.9999999795109,422.0000000204891,0.0
1618438853,1,,Aggregated,0.750000,0.000000,78,78,78,78,420,420,420,420,420,420,420,6,0,78,135.33333332937522,77.9999999795109,422.0000000204891,0.0
1618438854,1,,Aggregated,0.800000,0.000000,78,78,78,78,420,420,420,420,420,420,420,7,0,78,127.14285713653746,77.9999999795109,422.0000000204891,0.0
1618438855,1,,Aggregated,0.833333,0.000000,78,78,79,79,420,420,420,420,420,420,420,8,0,78,121.12499999784632,77.9999999795109,422.0000000204891,0.0
1618438856,1,,Aggregated,0.833333,0.000000,78,78,79,79,420,420,420,420,420,420,420,8,0,78,121.12499999784632,77.9999999795109,422.0000000204891,0.0
1618438857,1,,Aggregated,0.857143,0.000000,78,78,78,79,420,420,420,420,420,420,420,9,0,78,116.33333332914238,77.9999999795109,422.0000000204891,0.0
1618438858,1,,Aggregated,0.875000,0.000000,78,78,78,79,420,420,420,420,420,420,420,10,0,78,112.49999999417923,77.9999999795109,422.0000000204891,0.0
1618438859,1,,Aggregated,0.888889,0.000000,78,78,78,78,79,420,420,420,420,420,420,11,0,78,107.90909090693194,62.000000034458935,422.0000000204891,0.0
1618438860,1,,Aggregated,0.900000,0.000000,78,78,78,78,79,420,420,420,420,420,420,12,0,78,105.41666666298018,62.000000034458935,422.0000000204891,0.0
1618438861,1,,Aggregated,1.000000,0.000000,78,78,78,78,79,420,420,420,420,420,420,13,0,78,103.30769230271332,62.000000034458935,422.0000000204891,0.0
1618438862,1,,Aggregated,1.000000,0.000000,78,78,78,78,79,420,420,420,420,420,420,14,0,78,101.49999999391314,62.000000034458935,422.0000000204891,0.0
1618438863,1,,Aggregated,0.900000,0.000000,78,78,78,79,94,420,420,420,420,420,420,15,0,78,100.99999999705081,62.000000034458935,422.0000000204891,0.0
1618438864,1,,Aggregated,0.900000,0.000000,78,78,78,78,94,420,420,420,420,420,420,16,0,78,99.56249999595457,62.000000034458935,422.0000000204891,0.0
1618438865,1,,Aggregated,0.900000,0.000000,78,78,78,78,94,420,420,420,420,420,420,17,0,78,98.29411764204612,62.000000034458935,422.0000000204891,0.0
1618438866,1,,Aggregated,0.900000,0.000000,78,78,78,78,94,420,420,420,420,420,420,18,0,78,97.16666666402791,62.000000034458935,422.0000000204891,0.0
1618438867,1,,Aggregated,0.900000,0.000000,78,78,78,78,94,420,420,420,420,420,420,19,0,78,96.15789473326386,62.000000034458935,422.0000000204891,0.0
1618438868,1,,Aggregated,0.900000,0.000000,78,78,78,78,94,420,420,420,420,420,420,20,0,78,95.24999999557622,62.000000034458935,422.0000000204891,0.0
1618438869,1,,Aggregated,0.900000,0.000000,78,78,78,78,79,94,420,420,420,420,420,21,0,78,94.42857142615442,62.000000034458935,422.0000000204891,0.0
1618438870,1,,Aggregated,0.900000,0.000000,78,78,78,78,79,94,420,420,420,420,420,22,0,78,93.72727272619323,62.000000034458935,422.0000000204891,0.0
1618438871,1,,Aggregated,0.900000,0.000000,78,78,78,78,79,94,420,420,420,420,420,22,0,78,93.72727272619323,62.000000034458935,422.0000000204891,0.0
1618438872,1,,Aggregated,0.900000,0.000000,78,78,78,78,79,94,420,420,420,420,420,23,0,78,93.04347825894618,62.000000034458935,422.0000000204891,0.0
1618438873,1,,Aggregated,1.000000,0.000000,78,78,78,78,79,94,420,420,420,420,420,24,0,78,92.4166666639697,62.000000034458935,422.0000000204891,0.0
1618438874,1,,Aggregated,1.000000,0.000000,78,78,78,78,79,94,420,420,420,420,420,25,0,78,91.83999999891967,62.000000034458935,422.0000000204891,0.0
1618438875,1,,Aggregated,0.900000,0.000000,78,78,78,78,79,94,420,420,420,420,420,26,0,78,91.30769230586549,62.000000034458935,422.0000000204891,0.0
1618438876,1,,Aggregated,0.900000,0.000000,78,78,78,78,79,94,420,420,420,420,420,27,0,78,90.81481481229679,62.000000034458935,422.0000000204891,0.0
1618438877,1,,Aggregated,0.900000,0.000000,78,78,78,78,79,94,420,420,420,420,420,28,0,78,90.35714285606186,62.000000034458935,422.0000000204891,0.0
1618438878,1,,Aggregated,0.900000,0.000000,78,78,78,78,79,94,420,420,420,420,420,29,0,78,89.93103448100838,62.000000034458935,422.0000000204891,0.0
1618438879,1,,Aggregated,0.900000,0.000000,78,78,78,78,79,94,420,420,420,420,420,30,0,78,89.53333333095846,62.000000034458935,422.0000000204891,0.0
1618438880,1,,Aggregated,0.900000,0.000000,78,78,78,78,79,94,420,420,420,420,420,31,0,78,88.6451612891359,62.000000034458935,422.0000000204891,0.0
1618438881,1,,Aggregated,0.900000,0.000000,78,78,78,78,79,94,420,420,420,420,420,32,0,78,88.31249999821011,62.000000034458935,422.0000000204891,0.0
1618438882,1,,Aggregated,0.900000,0.000000,78,78,78,78,79,94,420,420,420,420,420,33,0,78,87.99999999764347,62.000000034458935,422.0000000204891,0.0
