Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/dogs/64F67DAB-5E32-4A7F-9655-0000210A4708?useIndex=true&useCache=false&devNull=true,133,0,93,95.7443609028876,77.9999999795109,405.99999998812564,0.0,0.2219035791837534,0.0,93,94,94,94,94,120,380,390,410,410,410
GET,/dogs?group=Sporting&countryCode=CA&useIndex=true&useCache=false&devNull=true,131,0,110.0,117.21374045965041,78.00000000861473,375.0,0.0,0.21856668325617817,0.0,110,110,110,110,140,280,310,310,380,380,380
GET,/dogs?name=Tucker&breed=Labrador%20Retriever&useIndex=true&useCache=false&devNull=true,151,0,94,95.46357615957258,77.9999999795109,327.9999999795109,0.0,0.25193564253193057,0.0,94,94,94,94,110,110,140,310,330,330,330
GET,/dogs?ownerFirstName=Dax&ownerLastName=Christian&useIndex=true&useCache=false&devNull=true,125,0,94,100.23199999984354,77.9999999795109,875.0,0.0,0.20855599547345244,0.0,94,94,94,94,110,110,250,250,880,880,880
,Aggregated,540,0,94,101.91296296365584,77.9999999795109,875.0,0.0,0.9009619004453145,0.0,94,94,94,110,110,140,300,330,880,880,880
