Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/dogs/64F67DAB-5E32-4A7F-9655-0000210A4708?useIndex=false&useCache=false&devNull=true,84,0,78,88.72619047560008,62.999999994644895,342.99999999348074,0.0,0.1403483233172749,0.0,78,93,94,94,94,110,160,340,340,340,340
GET,/dogs?group=Sporting&countryCode=CA&useIndex=false&useCache=false&devNull=true,99,0,1000.0,1029.3535353540033,264.999999984866,16077.99999997951,0.0,0.1654105239096454,0.0,1000,1000,1100,1100,1100,1200,1300,16000,16000,16000,16000
GET,/dogs?name=Tucker&breed=Labrador%20Retriever&useIndex=false&useCache=false&devNull=true,102,0,380.0,349.5784313714716,108.99999999674037,1766.0000000032596,0.0,0.17042296402811952,0.0,380,450,480,530,560,590,620,620,1800,1800,1800
GET,/dogs?ownerFirstName=Dax&ownerLastName=Christian&useIndex=false&useCache=false&devNull=true,92,0,920.0,813.3369565213164,187.0000000053551,1656.0000000172295,0.0,0.15371483029987248,0.0,940,950,1000,1000,1000,1100,1100,1700,1700,1700,1700
,Aggregated,377,0,480.0,583.1379310340794,62.999999994644895,16077.99999997951,0.0,0.6298966415549123,0.0,480,840,950,1000,1000,1100,1200,1300,16000,16000,16000
